Upstream1,Upstream2,Upstream3,Lag1,Lag2
707.7542180556475,40.98106277556545,129.69635962189267,-44455.26389561271,12921.448189737695
772.1142089396753,49.48835245511549,133.91437287408442,-86280.90673221726,-8703.072266548903
746.714040799136,42.89435291001436,111.83477635354056,-13358.54784507614,-24870.001438373743
715.5611913679478,36.33440258913664,120.91337840027369,35456.319134678,-23173.168973870947
775.9697580656056,46.780811563073605,98.27801217313363,-1196.677765737164,-2988.235127990637
765.1796334688893,44.789005668129285,103.12988891355704,41472.74387455808,-58793.87129803331
749.1903849521121,42.06818729898381,120.92382276874378,-33797.100695672656,-20039.774117029683
891.1155408975862,41.10446346450063,121.51267235662687,-7062.2038230569015,16070.109761992562
705.2892004629704,41.39417523015225,107.42741927837407,1165.8617618735798,-10530.099113843598
696.5088196909612,39.657155043792415,92.53171683606345,20619.747207794146,-16078.344304136104
718.641441402422,45.49808616498442,130.85068219971723,-18774.982927141267,-12650.63599762978
730.851047727585,44.78760326672364,111.35416607405328,3949.1173873151206,8145.79246046509
754.685510443753,39.56263892902449,132.35593004217358,28047.194725686542,-20232.343566027997
679.5169768345763,51.94218099800874,125.41057232281926,18411.49337109517,-31717.88960462976
697.8229525295177,39.37360608999214,107.70663943533044,23561.54499849726,26654.45102117672
732.2539250716125,33.9629053582242,106.94791076457481,54864.71505874607,-43316.89921761271
601.1601349532555,42.39802243732085,116.27997573652708,-9637.77980623003,-42399.85739230495
763.8502130656655,40.153824718439154,140.55361027974783,22.897618938421544,5350.617176932399
645.6980804429188,44.51801702618807,102.99275724830012,7218.120653423828,18033.98505243714
756.396375335562,47.0773439370049,107.63847995120648,-29184.767417915788,-10047.269618930655
754.2262830255454,39.008419443992295,118.99337099915503,8619.948955225696,-5694.892926317764
665.7458012795449,41.38703522278751,121.62369895743429,-9833.000645066775,-6211.366535595334
697.6467448754094,42.14631405780696,103.55344540796688,-37090.455296669934,-59235.27244958272
718.1577186621978,44.578563961897885,137.9690160942228,27115.45793644113,19367.075057294685
759.5691958920681,48.0389330354172,123.8842297821953,-31905.336786477805,-32046.650709694557
784.8569081121703,38.81754563281292,113.70433148721511,-25472.88230700082,-35918.78297116577
862.9820890670572,38.48559676917673,103.99292766373972,-7192.102846462493,-4024.6050972075873
689.8482292585819,37.91576503885636,118.05258263354298,6054.90830844095,-25944.891435787587
641.6710982137162,43.87442141016175,109.57393371581014,22864.97989132393,-23986.86183684195
821.7155331003233,41.260813844539214,140.81788456391257,6043.029162208699,31759.048840398485
737.8357372143632,36.32367337641722,129.82599499662052,14582.831782812773,17458.779826301703
749.0412738137645,36.077130500080926,123.44875186976665,-23575.930191692325,-67926.00269909989
675.1638380072336,45.92435942167556,120.64998537698592,1776.72418187815,27181.636765639887
684.0940449029174,43.31223979016236,113.1841333074628,-18862.593175219212,-12508.886202996822
775.8310516871718,43.81620790997608,90.75785913474483,-30353.61598178389,-40359.451941015184
603.23120784904,50.64020315493097,154.79046748347457,-1022.0066057972108,27431.52024983588
787.6871993623689,40.09876625174023,141.26266702236097,-3275.284010491319,-50925.80441151744
873.6512300899096,41.247201844623,129.1656158269916,-324.53266262530406,-93887.94200155452
785.0100427093465,39.039685227418815,117.78511804312632,65814.42332697636,-33886.09370557452
730.1074311061356,43.69233424445569,99.38887063540733,-5387.565569044876,-35756.51949054574
821.1189888479661,41.28526221904182,122.01280619092118,-7247.356265439877,-39868.03111063189
764.8383415124287,47.27880627904886,128.54078338103184,14724.569973961256,11830.657517285632
689.9393549387166,48.239851653415435,131.44332801608044,-10083.638564752924,-52053.94467871849
808.9744590577875,40.5580665855203,127.25088109868383,-59172.07395992788,-43030.23017561959
772.9728042689651,48.562656969373286,125.63725805364612,-13373.049965591212,45379.15263146614
764.6740724255081,50.879658647221056,135.04455014340388,-21379.089708121217,-97655.16435846507
679.9703802797167,43.67120221930722,118.04908798554432,22732.85252418949,10057.568743435226
617.5131159569095,40.99560999368278,113.65185700719486,-13600.260644905666,-14984.342389468387
740.2949854196912,46.68018381040864,97.22710927497728,-316.31456099890954,-59432.940734287775
672.9474470077881,44.54432500533289,108.65577582545733,-14329.474775985316,28102.10495660028
784.3809920167303,43.33271104159,109.11732632591252,-14488.373037532449,-10581.267085627676
749.8165277776577,45.119843436765855,118.99477662692983,7360.95009441967,-60740.37443531023
741.4541699192307,39.950332839562655,98.54740657662052,-41936.87237694727,1814.3989965841847
705.4015725139961,50.57306673917981,131.2486266477684,6188.217105257924,-19282.81723814729
705.4470525564232,41.9643063353535,106.1636689212738,-17268.902936879214,-27327.65271059426
796.7578018922289,38.60071975299916,114.45968590021972,-11562.304115478531,-487.5886346021508
676.4909939469773,40.36760995524601,121.25866777698648,-8913.27822992155,14240.45673484326
683.1547253766091,38.23744346095388,151.58867015685567,4476.605280295206,2643.009688326097
668.483856555513,44.98568863846968,119.88884067198144,-1014.288181457858,-15772.915964624204
740.7982472729113,40.80097891933125,129.22357266633014,2581.8501031287383,-7308.294077293511
665.8617808385931,35.339335471093285,115.394764103654,54783.5184077991,13424.536383614935
742.7541726780281,48.07943763445725,111.930085401812,10876.833409621197,-4734.5620079162245
622.3435994116941,49.78734903426742,111.49931650341584,2278.0802179922493,10867.484461149024
702.6719033550647,40.095223331252924,107.46616662682838,-44811.78578507461,11994.69209756037
689.0661833161159,37.367560598918224,106.203513183246,-77527.53941745938,-56541.17486640389
686.893366028951,34.358135772677166,107.46805715713396,-9322.987474013356,5039.765157448936
768.2388339776957,36.859464221072,112.60840378602138,-2437.5003121017235,-8584.66108907096
763.2350210689934,39.006090851850665,111.96255730758487,-42084.985247801786,-38217.81752307239
836.9826471351677,47.58567930042253,129.7773399094646,25296.83505991641,-2582.4725628188485
684.0306178983053,45.97168606167668,111.17098725108649,-14146.327684536798,-19399.072879852745
740.2216582935037,46.36052244126496,103.15782981789526,-7031.30156611414,-21188.065917606567
687.3772835911399,40.49889164824641,120.20580707338016,22604.957154788288,-40145.49005490037
761.4785029131863,40.42209011700145,122.69753919491772,-22477.40888294164,-48040.77826884973
600.8308696985459,41.04714251882308,113.52327904144389,30011.341869085496,-58957.53220587032
723.8081531311734,36.84988789443916,112.96250748635192,-11194.459863378182,-797.9948919731066
704.0723674500911,43.91912681447636,105.70528377141628,43528.74516873916,-28460.317845517893
583.6546522558983,39.69496478609085,125.27845854923768,34609.400068448245,-37829.19361917099
787.766466591902,40.69626816413943,105.66140008064166,1235.180765854118,-2591.3142329600028
714.2217605893238,43.31210473717957,117.75042573911992,46583.00131178585,20439.6287399516
766.2704094049014,36.73142403962155,114.4199568587645,-7799.094682060826,-31391.755928286515
758.0705061781665,41.916344784175806,123.053012507317,59417.09896879167,44702.68814210416
722.7467175731978,40.80184362687354,124.15846690844621,-22248.76152438096,-49358.41862058465
759.2570032014288,41.06034475048504,126.10490242493448,16444.591064095697,10674.066468409605
787.1855175184355,39.26895015294532,122.54379968995188,-22628.618712762604,-50869.762749342655
714.390139641798,37.14933014156997,100.14399655043374,-19229.340326630503,-63289.17521201514
708.2672929060842,43.60689582344765,108.18020430053753,-34233.66310737754,7678.913207281952
701.7198841202069,40.32071641305991,110.9760391659751,-22060.54317932225,12020.553007474882
774.834534586867,38.78841736450626,105.52021236658972,-39771.74299805681,-78972.32335964592
755.0541880815541,35.58169145344835,107.493573386359,5469.567336186587,-10155.13591340175
599.8344971069554,45.385364508959306,123.78113526384884,7869.025030169601,-38980.82334925154
794.7402125537565,40.17037994886604,97.39255867003197,-14050.069797849144,-1659.3315302337755
757.3698309418284,43.309179588780765,112.51116708268889,-35738.91353828341,-9005.872799714964
664.51887873351,42.76468159393729,101.12101069327701,-6753.708649192728,-69588.7296227224
715.9310259569102,49.930513664795946,124.52128549944602,-5276.137128524921,19938.53904214779
766.4704395305943,39.1608915711384,129.32338429285775,9282.377343610346,-16253.988604282084
788.4224712848035,43.761066337976175,98.19564362812012,9206.935482558443,-57955.80591082535
755.3842029377209,41.51814940215807,114.11692721179897,-28622.41720455873,-20931.551630153117
602.8613322123482,37.69665983072791,119.43590434373571,35734.2117709145,-33824.97742027922
705.710794205287,36.21309943725837,120.4238385163355,14522.068147115231,-31100.49858435072
759.8064622075851,42.12556451841316,140.285094629563,1220.9670710434325,6140.511013212575
777.0643036833178,43.490994155183294,107.46716359759753,10850.746270352802,-1413.9947824263822
618.1332530795913,45.53440249095513,136.0533940532706,10290.039537467772,-1152.5950450954092
786.506032144215,36.440497944331376,124.15204952532375,-25869.37480438093,-25626.67882593741
752.4595622654659,39.832342722474195,105.03500203973668,18168.471536944657,-16399.098043450882
757.9498911795283,43.25190691653773,124.60072535864585,37599.7581796536,28942.025827157097
666.7816007364992,41.906304203681934,124.52588994252176,-6364.967300967936,-10115.1435898951
858.9164486201638,45.26796459127642,109.19338667436344,17501.55504822305,19446.720682416075
692.2048302727359,46.54964005348257,110.67411971026976,35308.335698577495,-24775.70536903489
830.5106284776195,41.21626233592131,119.9439132264258,27496.96545304948,-45777.21569040864
768.336989256535,42.04523941191595,120.97782429255803,-17926.34266897275,28780.168110992832
680.0732155606833,40.668777644370216,118.11793505993334,-30860.496812968453,-10997.1357759038
614.355136323428,48.29238220938212,117.0648116100595,19257.54768842984,-52562.31611800799
764.6204438549846,41.75950590235442,119.48795885361176,23704.669807443115,15389.04255582152
684.1166461412182,38.20600986141822,110.63863169940808,35408.47261683912,13984.44649879751
759.1524491791117,44.40349121117015,142.1407225519968,-12076.984856917185,-9257.023250676666
664.7599285422368,42.65943428558058,112.68303665720032,-30250.78765550509,-39134.39038557752
808.0805153190913,39.712361061602806,104.1574273054088,-5170.25108296511,-23369.90079419761
756.6833476279813,35.65855883478262,90.95576872251067,-23038.808383099968,1443.4737782343009
717.7791787358444,36.48730591020324,129.18898536381863,38050.66309707909,-58292.04711654979
771.435619332629,40.64773593302777,123.61536023225744,-39561.22637013925,-26760.991469622
638.2550379602259,34.53029928260737,134.5367587226735,21320.24370934916,-60932.461683626
758.4315069401365,46.03642361322618,119.67809974287805,882.00535270883,-4121.36991328811
686.7707038045243,36.73623399131375,121.87196422321612,-28914.254208835297,-53303.30083610161
664.6595788053845,49.12790229001793,103.00164258931352,16090.79312219064,-28918.00623507646
761.9171584374247,39.68810950367936,91.61045334527763,-35174.77821226164,-5835.784525387809
839.250270594497,42.17664938564063,124.18056846386467,-72713.15555687236,-63817.24150476305
791.3868544891021,42.669251557942296,106.9180520163458,-15386.181219819013,-66240.88196379092
704.8767326903541,41.46204844611448,110.8233047690038,15606.562120897222,-3892.625951483643
685.9563249920906,36.74627396342516,107.93262275275276,53933.44443397984,-12073.469045452146
765.0434651699961,42.04337907061885,109.91632437315548,18980.22549002672,-52826.28021283612
621.2233466360192,42.29261436383152,112.3960062329441,-6747.24191872498,-39707.13056515702
810.4797487529452,46.82194147202465,99.73401514761456,16632.33719633471,-59343.83292205056
707.7689534875796,39.204343196940606,114.90685841975696,-11867.603542325422,-34272.44971258852
669.0914017941124,45.49583103097844,115.41218319569737,10383.13431050431,-37492.15400680409
707.2926991940496,41.45590254521088,119.63506878918,-26849.465376215096,29502.11481637841
752.2318550185295,43.05035665387873,117.39015197307003,39542.95063195644,1503.6180948690144
865.8201785573729,44.28187922044638,110.31192325167532,42465.01948210055,-44130.78983870213
745.577604446964,49.22739714087677,111.78252347434248,-21194.05587528571,36354.76700395873
726.9600811973811,39.163396599754655,110.8583647508735,52819.6646785597,-25132.45025232993
649.36386189116,40.308806086582095,126.54405623296024,-18566.5645893648,-83836.1357213678
718.1193554763862,37.45504442250738,102.94100624151685,-11433.110403907864,-2728.2573458902807
629.9146226628616,45.58551171868486,106.80929582086397,-42238.77185579424,-13488.249766314724
788.3749317238536,37.728073220762894,103.56140916010604,18780.89821098641,49913.25249891278
775.3960174175054,40.72667626643697,133.6771136154244,-26222.572692823305,-19565.402043457183
721.9455772237419,43.1491701491294,104.98122036987309,11570.16844106679,-36299.01488669986
687.0537246460052,44.38830656767801,111.61505597163828,-12387.836918346107,-36783.87126181975
646.0581625969047,37.387843373265405,134.22758008783757,18427.11849435128,811.9470595767734
754.1028272284024,41.58693294371275,133.47736068753144,-20603.43701709372,-26459.207730463124
753.9947799310414,45.4570114111603,126.65292633068464,7172.882548748102,35270.48890334555
721.6719823255069,37.058731992952154,115.1629476940923,54339.74096489688,-13068.89815741051
760.6387220869502,43.11851243108842,105.54676399336732,-32411.008235830108,-2781.964950731227
722.5099467366734,44.0647482424792,120.9015563476872,-28397.85724784748,24266.801757518475
799.7921301031578,35.95623741059511,107.25157668862133,19844.68364181888,6275.312296219341
742.7459651490259,41.82463483172177,106.02767784233257,-30319.83101851692,-17798.577024861253
738.892548606073,43.86891159117872,123.39761728823456,-28883.97487992721,19026.12883217144
877.2342302592267,39.116187944073566,120.67680080995471,-13876.332308800784,18896.35544569075
786.396387615824,47.61556632816001,110.47717895341054,-33783.75354286614,-16181.936585347385
655.6281786834116,47.13233125340011,113.66912041761844,-24477.57405945628,22101.633657089216
738.5195287852396,46.65708353282262,106.77769930660396,-40609.86701912353,-20533.90518397782
760.2678150070886,42.824214634328314,148.40379728949685,19974.77530960346,-25197.32213365661
669.1842348071435,38.88827643575927,110.4461552893992,-4261.2011360238575,24287.838278497577
850.7118568381635,42.13070896102531,117.5720078582504,35420.83673927078,-33539.27011952716
753.7168476283598,37.31048877280783,121.94848426700902,-68082.95920582142,-44205.98109201315
734.5125782856604,44.63152708107597,109.26147759955953,35278.76656018466,-16493.60747578392
751.6319621381211,39.53602860044632,110.3097582022989,-19421.499210493308,-15066.684573466311
681.9131842513243,43.313624259783154,123.8023113395264,30022.922174132065,8640.408586184543
690.5504622680148,46.37737488686488,120.85917771846054,-23068.94494088977,-27072.36201551412
710.4601382748581,48.847837091316016,129.76937720881503,7769.763214584622,19047.08077388084
819.5430017650256,51.458862161046575,107.15252276372492,-31301.88356681487,-16724.41155842708
697.3477194004439,33.188289114297085,122.52863198958036,42703.80589235567,-28006.85711597789
774.1750632691349,47.22412300837675,97.96587463536336,-6841.290768692537,21840.875337688587
811.7140857328159,41.30691349558788,115.19270785114756,3259.016690026322,-51125.05364803672
680.7143883328358,45.68319976541611,114.509161170017,-11081.77387224428,10821.07837221848
662.9514805567345,38.79974718490973,131.03640043676873,-9998.128109740415,-21820.375523670824
727.8500325337831,40.24808478667552,116.61993837784196,32068.22384553684,-32362.28592303371
767.5632743153545,38.83392429272767,144.8495825131806,-27155.601154201904,21475.60799006571
727.3445865538393,43.834365459045515,115.95977825882107,-25155.551492312086,-16441.547833807286
675.2422714321428,40.77527960471228,105.68597625481608,3267.2885090308146,-57064.74182520223
728.6347537133515,40.23588920734012,123.80474620036834,24437.568306461373,-57697.25690155992
742.2290639218014,47.77603489466723,119.72110162880688,-16266.696962274162,-79536.91121676752
751.2092661327824,38.0254229434506,114.96650764237008,-72022.37622214375,-48274.992247941
752.1060269352166,41.01695247432128,125.7020723246434,40122.80062086719,60430.53054224613
688.2920590860755,45.19719167700064,114.98087991480888,-38508.08296733145,175.09538531343878
663.5949894297162,41.558382495521954,113.9073095699684,27155.900762412057,-11624.22169442756
762.6723309024866,38.821486299808974,122.71413111723298,-55803.74730335732,-34775.79299044503
738.4284364449837,38.716821812905614,118.2816341800577,-26301.541355298174,-25961.97408545944
716.9151339892329,43.36591988960752,111.56256809803315,-43675.350662517725,-17965.650884660015
734.0400242304826,47.89167149951916,106.83384364538904,-32977.15549676329,38664.28161875311
794.4152636434553,41.63169662500373,120.9790510704484,-27564.188993134943,-3427.9637066552305
635.5558901567526,42.553767634207446,124.2145690495912,30402.0452745847,-8887.491918228285
